text,timestamp,our_model,vader
"RT @TNR_Gold: Sandy Munro On #Tesla Battery Day: ""The Art Of War - Tesla Eradicates ICE Engines"". https://t.co/3RsFO95oD6 #rEVolution #Lith…",1603712706.0,-1,-0.5994
This video explains why the Tesla Semi truck has the potential to add billions of dollars in revenue to the truckin… https://t.co/0lnEovGgp8,1603712703.0,-1,0.0
"RT @ayushswrites: Peter Thiel’s list of 7 questions to evaluate startups - 

1) Tech
2) Timing
3) Monopoly 
4) Team
5) Distribution 
6) Moa…",1603712692.0,1,0.0
RT @TNR_Gold: #Lithium We have 50 years ahead #military planning on part of #China for The #NewEnergyPlan vs 20 Minutes Twitter attention s…,1603712691.0,1,0.0
Soimething is odd with Tesla's recent filings and it's not the numbers. https://t.co/UNgNmRBUdY,1603712690.0,-1,-0.3182
"RT @vincent13031925: Tesla Giga Shanghai To Export Approximately 7000 Model 3 To Europe From Tomorrow

$TSLA #Tesla #China 
https://t.co/gk…",1603712690.0,-1,0.0
"“Yes, our environment friendly food is electricity.” 
🔋🚗

Photo: Tesla Semi &amp; Sunrise (Googled) https://t.co/Ad5A8ta1Vv",1603712689.0,-1,0.4939
RT @EforElectric: The EV startup turned giant @Tesla and the giant @GM turned EV startup with Hummer EV launch are fighting for your attent…,1603712688.0,1,-0.3612
"RT @VedaPrime: Toscana pictured today at Shanghai  - https://t.co/MZNaTgu8kh

More on Export ceremony
https://t.co/dnBdRgtWtD https://t.co/…",1603712685.0,-1,0.0
"ALYONS: Volume 1 Third Rock
Astronomy Geology Biology &amp; Cups of Tea
Kids love science -some just don't know it yet!… https://t.co/805BYEfdeI",1603712683.0,1,0.6696
"RT @RT_com: #India plans to establish an EV charging network at an unprecedented scale 

https://t.co/peX7qcrOyP",1603712680.0,-1,0.0
"RT @vincent13031925: Tesla FSD Beta made a left turn with a bike on my right side 
@elonmusk https://t.co/pggLSeEcGj",1603712668.0,1,0.0
RT @kirillklip: #Tesla Battery Day announcements are making #TheSwitch on a truly massive scale possible and we are entering the era of mas…,1603712668.0,-1,0.4404
"RT @GretaMusk: 🚨 GET THESE DANGEROUS CARS OFF OUR STREETS @NHTSAgov @NTSB 🚨 
14 minutes in a ""Full Self Driving"" #Tesla beta test results i…",1603712665.0,1,-0.5904
RT @Kevin2600: My other toy is your Telsa -- Control Tesla Model3 through Undocumented API https://t.co/YkzT2zjR98,1603712664.0,-1,0.0
RT @ElonMuskNewsOrg: A new Tesla ‘big battery’ is being deployed to increase grid resilience in Santa Barbara county  https://t.co/phNkE2Kb…,1603712664.0,1,0.3182
"RT @kirillklip: #JimPuplava is talking about the unprecedented level of buying from China &amp; why #BarrickGold is looking for ""Strategic Copp…",1603712658.0,1,0.0
Will you buy me Tesla? https://t.co/ZkW2vpUnrR,1603712653.0,1,0.0
"https://t.co/bgBvx0wbTQ
Drone As a Service Market Emerging Trends, Revenue Estimation, Global Size and Forecast Report to 2025",1603712647.0,-1,0.0
"RT @abhishek_tri: the next 5-7 years would see high growth of Prosumers

PROsumers = Producers + Consumers

Not just but an electric vehicl…",1603712646.0,1,0.2023
@EVNewsDaily Then Tesla model 3 shipped from USA should change to tariff free !,1603712641.0,1,0.5562
Elon from Tesla said if they had to do coups d’etat to get the lithium from Bolivia that’s what they would do.. https://t.co/FBNXFZKpeE,1603712639.0,-1,0.0
RT @SharkRadioNet: Tesla Insurance Could Be 30–40% Of The Value Of Tesla’s Car Business – CleanTechnica #Malliard https://t.co/g2Z4HLXLJC h…,1603712639.0,-1,0.34
RT @Kevin2600: Unlocking Tesla Model3 through Undocumented API https://t.co/nIqUIk9KJL,1603712630.0,-1,0.0
"RT @Tesla__Mania: Tesla China having fun before shipping MIC Model 3 to Europe

haha yes https://t.co/R2t8GcSXTo",1603712629.0,-1,0.8402
RT @twelfthhousetay: Don’t ever let anyone make you feel guilty for having emotions. Whether you express them often or not. It’s okay.,1603712623.0,1,-0.5371
"Tesla would very much like it if I paid more attention to him and less to spreadsheets. 
#ISGpets https://t.co/UgF56qcbZF",1603712623.0,-1,0.4173
@__mrssunshine I miss him so much. I’m crying rn. He was an amazing best friend and will be forever missed 🥺😭,1603712617.0,1,0.7216
"That's funny that @Groupe_Renault shows Hangar ""Y"" to present an electrified model. Good ad for the upcoming @Tesla… https://t.co/2xpKeXhJ5l",1603712615.0,-1,0.7003
RT @jefflowey: @QueenEmmaHawaii @Teslarati This already happened but they will build more soon. https://t.co/VWtD6btGnr,1603712606.0,1,0.0
"https://t.co/KFHiJqDabp
Educational Robots Market Emerging Trends, Revenue Estimation, Global Size and Forecast Report to 2025",1603712596.0,-1,0.0
RT @imVkohli: @shibanidandekar hello stranger. hope ur good :),1603712586.0,1,0.8316
RT @amandalarivi: Still SO stoked about our #teslamodelX purchase and can’t thank our friend @kimpaquette enough for talking us into it!! T…,1603712583.0,1,0.7418
"RT @Teslarati: Tesla Megapack batteries to mark their territory and crush anti-renewables FUD in Canada’s oil province
https://t.co/DCZzhQT…",1603712577.0,-1,-0.5319
"RT @ayushswrites: Peter Thiel’s list of 7 questions to evaluate startups - 

1) Tech
2) Timing
3) Monopoly 
4) Team
5) Distribution 
6) Moa…",1603712565.0,1,0.0
RT @TeslaTested: 3D printed moon lamp. Who wants one with a Tesla logo on it? https://t.co/lfOYqGo9Se,1603712561.0,1,0.0
"@devindthorpe ah, yes, Tesla, the company that has taken $10 bil in subsidies to save $80 mil (with an m) worth of… https://t.co/op9IdlQzL1",1603712559.0,1,0.7783
@FazalRa90707027 Is sy zeyda affordable @Tesla or @Kia_Worldwide h,1603712552.0,1,0.0
RT @VedaPrime: The executive vice mayor of Shanghai has said around 7000 #tesla Model 3s are being sent to Europe in a ceremony at GIga 3 t…,1603712548.0,-1,0.0
"https://t.co/L6i7yH89KD
Engineering Software Market Outlook Industry Analysis, Size, Share, Growth, Trends and Forecast, 2026",1603712548.0,-1,0.5859
"RT @VedaPrime: Toscana pictured today at Shanghai  - https://t.co/MZNaTgu8kh

More on Export ceremony
https://t.co/dnBdRgtWtD https://t.co/…",1603712541.0,-1,0.0
Soooo S3EXY - The new police cars of Basel police in Switzerland 😍@Tesla @WholeMarsBlog @Kristennetten @flcnhvy… https://t.co/C2qIBftl6E,1603712530.0,-1,0.0
@elonmusk Any updates on the future paint shop for the US market?  Any chance Tesla will also give the US market th… https://t.co/51WvCsCqXm,1603712528.0,1,0.25
"RT @FredBigleyB: Space Battles, Ice Giants, Gas Giants and Tea. What more would you want in a kids scifi/fact book?
For ages 9-13
https://t…",1603712528.0,-1,-0.2585
"RT @Sofiaan: My #Tesla, named Serendipity, is doing a great job keeping me safe while we test #FSDBeta together. Here she is approaching a…",1603712524.0,1,0.7906
RT @aksually: had a dream where i was dying of COVID 19 and david dobrik bought me a tesla to make me feel better .. asshole i cant even dr…,1603712502.0,1,0.5994
"So, where FCA relies on the purchase of regulatory credits from Tesla for compliance in the US, FCA can actually cl… https://t.co/zbDerzwZPj",1603712495.0,1,0.3612
"https://t.co/Ui5UOIIfKt
Digital Transformation Market Outlook Industry Analysis, Size, Share, Growth, Trends and Forecast, 2026",1603712495.0,-1,0.5859
"@yungjointpain elon: tesla's shares are too high
*tesla shares hit 420*

elon:
https://t.co/X3YlSr7Ft3",1603712491.0,-1,0.5267
"RT @RT_com: #India plans to establish an EV charging network at an unprecedented scale 

https://t.co/peX7qcrOyP",1603712486.0,-1,0.0
"@btcethendgamer Tesla partnership would be nice but $EWT already got some major partnerships
it's just silently doi… https://t.co/qtL2In4XCq",1603712480.0,1,0.2263
"@28delayslater I understood it. But my luddite state won't allow FSD until the GOP is paid off. 

Tesla did not say… https://t.co/IJA2ydBUz6",1603712473.0,-1,-0.1695
"RT @Tesla__Mania: Tesla China having fun before shipping MIC Model 3 to Europe

haha yes https://t.co/R2t8GcSXTo",1603712469.0,-1,0.8402
"RT @tesla_raj: @tesla makes some Flossy Cars!
@elonmusk https://t.co/O8gHIyHO0Q",1603712463.0,-1,0.0
"RT @VedaPrime: Toscana pictured today at Shanghai  - https://t.co/MZNaTgu8kh

More on Export ceremony
https://t.co/dnBdRgtWtD https://t.co/…",1603712460.0,-1,0.0
@BenMcLeish @idontwa86202030 @28delayslater @FastPeng He always told me over a year ago the Geely and Polestar woul… https://t.co/Cx7BDz6zCy,1603712453.0,-1,0.0
"https://t.co/MCdtHrSiex
Digital Out of Home Market Outlook Industry Analysis, Size, Share, Growth, Trends and Forecast, 2026",1603712449.0,-1,0.5859
@akshaykapoor93 @Tesla Hahaha! Depends if they make a song with @VivianDivine or @ikkanomics 😛,1603712443.0,1,0.5983
@stevenmarkryan Would love to start hearing your thoughts on some other subjects outside Tesla.,1603712443.0,-1,0.6369
"""Make Corner Cases Great Again""

@NHTSAgov @NHTSArecalls @NTSB @NTSB_Newsroom @FTC @SF_SEC @SEC_Enforcement… https://t.co/cApjVsHGwh",1603712439.0,-1,0.6249
Take a moment to think about how much profit FSD will generate when #Tesla have regulatory approval. A huge jump in… https://t.co/sO24PgmR6s,1603712434.0,1,0.8074
"RT @DrivingSlate: I love the humour in this article, “Tesla's earnings beat comes amid mounting competition from some of the world's larges…",1603712429.0,1,0.8074
"RT @Tesla__Mania: Tesla China 🇨🇳 celebrates first exports of MIC Model 3 to Europe today 

🎉 https://t.co/wQIXGUJ2RN",1603712423.0,-1,0.5719
"RT @Tesla__Mania: Tesla China having fun before shipping MIC Model 3 to Europe

haha yes https://t.co/R2t8GcSXTo",1603712418.0,-1,0.8402
"Stock Market 
Wkly

+ #Dow 28K; Banks Best MTH in Years; GM FORD Outpace Tesla Stock This Month; Zoom PayPal Record… https://t.co/Y1pX9Q9LZh",1603712417.0,-1,0.6369
"@ernestotruth 

Hi Ernesto :

I am still waiting for you to show me why you think Tesla should have a $3 billion Chinese Loan on their books",1603712411.0,1,0.0
RT @Kevin2600: Unlocking Tesla Model3 through Undocumented API https://t.co/nIqUIk9KJL,1603712407.0,-1,0.0
"RT @Tesla__Mania: Tesla China having fun before shipping MIC Model 3 to Europe

haha yes https://t.co/R2t8GcSXTo",1603712407.0,-1,0.8402
My other toy is your Telsa -- Control Tesla Model3 through Undocumented API https://t.co/YkzT2zjR98,1603712402.0,-1,0.0
"https://t.co/SRraKpl1GF
Digital Gaming Market Emerging Trends, Revenue Estimation, Global Size and Forecast Report to 2025",1603712401.0,-1,0.0
"RT @markbspiegel: HA HA HA HA
The SCTY insurance payment was another chunk of $TSLA Q3 ""profit""
""Tesla received payment of approximately $4…",1603712400.0,1,0.9106
"RT @RT_com: #India plans to establish an EV charging network at an unprecedented scale 

https://t.co/peX7qcrOyP",1603712399.0,-1,0.0
@u110110 @28delayslater Pissed that Tesla does not say which US states are eligible. Only a handful receiving this… https://t.co/oySuTaONq9,1603712386.0,-1,-0.6369
"@el_pablo_de_h @devindthorpe These wackjobs come out with the same ""it doesn't exist"" bullshit everytime Tesla anno… https://t.co/pOt8wXV3q6",1603712383.0,1,0.4717
RT @Kevin2600: Millimeter Wave Radar Spoofing attack on ADAS of Tesla Model3 #geekpwn https://t.co/jYMlEx2LLC,1603712375.0,-1,-0.4767
"RT @Teslarati: Tesla China holds ceremony to commemorate first 7K Model 3 exports to Europe
https://t.co/tbYRtWhTpb",1603712372.0,-1,0.0
"RT @Tesla__Mania: Tesla China having fun before shipping MIC Model 3 to Europe

haha yes https://t.co/R2t8GcSXTo",1603712357.0,-1,0.8402
"RT @Sofiaan: I put this little YouTube video together. Nothing crazy, just a 17 minute drive on #Tesla #FSDBeta, without any interventions!…",1603712356.0,1,0.3244
Just for record I’m stating myself as a Tesla hater until 2045 when I have to buy one when President Harris makes i… https://t.co/WXSSSKswlz,1603712356.0,1,-0.4215
"https://t.co/VquZVZWoLS
Digital Signage Market Emerging Trends, Revenue Estimation, Global Size and Forecast Report to 2025",1603712345.0,-1,0.0
@thisdobemyalt @RajaMagDich @Brimb1 @DetroitBORG My Tesla has it and it’s none of the above. Maybe you should try higher quality materials.,1603712344.0,1,0.0
@itsmebutterz Don’t know about that. I am guessing ppl are waiting for a Tesla partnership which IMP may never come… https://t.co/ntNSxOaLj9,1603712339.0,1,0.0
@alex_avoigt I think Daimler is better off licensing the tech from Tesla. I assume they still have good relationshi… https://t.co/na4Kg5yUYH,1603712332.0,1,0.7003
Unlocking Tesla Model3 through Undocumented API https://t.co/nIqUIk9KJL,1603712319.0,-1,0.0
"RT @GretaMusk: 🚨 GET THESE DANGEROUS CARS OFF OUR STREETS @NHTSAgov @NTSB 🚨 
14 minutes in a ""Full Self Driving"" #Tesla beta test results i…",1603712313.0,1,-0.5904
"RT @Tesla__Mania: Tesla China having fun before shipping MIC Model 3 to Europe

haha yes https://t.co/R2t8GcSXTo",1603712313.0,-1,0.8402
"RT @MADANA_HQ: The #smartgrid of the future will include information from billions of #IoT devices, electric cars, and other smart devices…",1603712304.0,1,0.4019
@JulianCox_F_Hot @varbmos @devindthorpe @curvenomics I have no illusions about the Biden administration either: the… https://t.co/5VVNk1oWRf,1603712303.0,-1,-0.296
"https://t.co/SBXiFXUltS
Digital Workplace Market Emerging Trends, Revenue Estimation, Global Size and Forecast Report to 2025",1603712296.0,-1,0.0
@dpeilow original Moto contract was Tesla and ecotricity. Presume it still is!,1603712295.0,-1,0.3802
Imagine growing up and your parents daily a Tesla,1603712294.0,1,0.1779
@fa4Lu7rZCFBMt0a @SteveBrulePHDMD @Fraserjroi @Juliusharkonnen @danielbigham @ElectrekCo @CowboyDanPaasch… https://t.co/QB7ZoaRQgT,1603712286.0,-1,0.0
"RT @vincent13031925: Tesla Giga Shanghai To Export Approximately 7000 Model 3 To Europe From Tomorrow

$TSLA #Tesla #China 
https://t.co/gk…",1603712283.0,-1,0.0
"RT @Tesla__Mania: Tesla China having fun before shipping MIC Model 3 to Europe

haha yes https://t.co/R2t8GcSXTo",1603712281.0,-1,0.8402
"RT @Tesla__Mania: Tesla China having fun before shipping MIC Model 3 to Europe

haha yes https://t.co/R2t8GcSXTo",1603712280.0,-1,0.8402
"RT @AustinTeslaClub: In this video we see a 22 minute drive on Tesla Autopilot with FSD, on 11X speed.   @WholeMarsBlog shows how the futur…",1603712269.0,1,0.0
"RT @Teslarati: Elon Musk extends thanks to FSD beta testers for giving valuable real-world data
https://t.co/LQubhCVQ1E",1603712268.0,-1,0.836
"RT @serenathomson14: https://t.co/xslztRFfDk
Deep Learning Market Emerging Trends, Revenue Estimation, Global Size and Forecast Report to 2…",1603712268.0,-1,0.0
RT @tesla_master: Guys! I just uploaded a new YouTube video explaining why or why not Tesla’s Full Self Driving Package is worth it! Go che…,1603712264.0,1,0.3578
@Teslarati It also highlighted the cobalt-free lithium-iron-phosphate (LFP) batteries used for the latest Germany b… https://t.co/gxefBxHEje,1603712264.0,-1,0.0
cursed tesla review,1603739949.0,1,0.0
My poor baby got tboned yesterday. Other driver claimed fault. They were making a left through an intersection and just didn’t see me. She’s off to the Tesla body shop.,1603738534.0,1,-0.7003
[Hulk/Bruce Banner] Why do certain Hulks appear “nonhuman”?,1603739127.0,1,0.2732
[XB1] H: B/SS/+s Bear Arm W: legacy Tesla or Bloodied commando offers,1603740319.0,1,0.0
Tesla tester ny software i trafikken,1603738868.0,1,0.0
"ARCHIVE - Daily Q&A, Discussion, Owner Experience, and Support Thread",1603740251.0,1,0.4019
Tesla will complete ‘small improvements’ to the Cybertruck’s design,1603741405.0,1,0.0
"[PC] W: Flux/scrap offers _ H: Caps, JE hunting rifle, JFFR minigun/tesla, AAPA staff, Strongman outfit, Chally backpack plan",1603740415.0,1,0.1779
This should be matt’s new car Tesla roadster in lime green or should I say mega green,1603738914.0,1,0.0
"[XB1] H: TS/E/1A 50 CAL , AA/E/1P LMG, Urban Scout Mask 3:1 W: QFFRFR TESLA",1603740924.0,1,0.0
@WholeMarsBlog: And here's Tesla's 10-Q for Q3 2020 https://t.co/lGMHUhvZgt,1603738184.0,-1,0.0
"[XB1] W: bloody vats hm(no explosive), uny ap/endurance/rww pice. H: huge trade list",1603741058.0,1,-0.1531
"[XB1] H: TS E Radium, Weapons, armor and aparell below W: J E Radium or J E Laser, Bol AP AMR Scout CP/LA/LL; Flux, junk and weapon offers",1603738305.0,1,-0.6249
"@barronsonline: As the electric vehicle market gets more competitive, product differentiation will determine which EV makers—and which stocks—succeed. Here’s how Volvo’s Polestar 2 stacks up against the Tesla Model 3. https://t.co/vrvr2VJ897",1603741095.0,-1,0.2484
"[PS4]H: TSE Gatling Plasma, BEFR and B25FR Miniguns, BEFR and B2525 Fixers, JE+1P Gatling Plasma, AAE90 Gatling Plasma, BE25 and B25FR Handmade, AAEFR LMG, V2590 Tesla W: AA, Q, TS, V Handmade or Fixers with E/25 or 25/25, VEFR/90 .50 Cal",1603738626.0,1,0.0
Otherworldly Origin? Where did Nikola Tesla’s Futuristic Knowledge Originate From?,1603740896.0,1,0.0
Elon Musk: Tesla’s next ‘killer product’ is Solar Roof,1603741010.0,1,0.0
Tesla And The Electric Cars. A detailed analysis,1603741339.0,1,0.0
[PS4] H: legacies and commando W: BE25 tesla,1603738569.0,1,0.0
Elon Musk: Tesla’s next ‘killer product’ is Solar Roof,1603739675.0,1,0.0
Cable to Unlock All SR+ Speakers,1603741053.0,1,0.0
